From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q6ZNT4	Q6ZNT4	unreviewed	Q6ZNT4_HUMAN	Conserved oligomeric Golgi complex subunit 7 (Component of oligomeric Golgi complex 7)		Homo sapiens (Human)	155
Q5T3K6	O75940	reviewed	SPF30_HUMAN	Survival of motor neuron-related-splicing factor 30 (30 kDa splicing factor SMNrp) (SMN-related protein) (Survival motor neuron domain-containing protein 1)	SMNDC1 SMNR SPF30	Homo sapiens (Human)	238
Q6ZVY1	Q6ZVY1		Q6ZVY1_HUMAN	deleted			
Q49AM8	Q49AM8		Q49AM8_HUMAN	deleted			
Q86U51	P78347	reviewed	GTF2I_HUMAN	General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135) (SRF-Phox1-interacting protein) (SPIN) (Williams-Beuren syndrome chromosomal region 6 protein)	GTF2I BAP135 WBSCR6	Homo sapiens (Human)	998
Q5H9B0	Q5H9B0		Q5H9B0_HUMAN	deleted			
Q8WVB2	Q6P582	reviewed	MZT2A_HUMAN	Mitotic-spindle organizing protein 2A (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 2A)	MZT2A FAM128A MOZART2A	Homo sapiens (Human)	158
Q8N1U7	Q8N1U7		Q8N1U7_HUMAN	deleted			
Q9UD38	P01270	reviewed	PTHY_HUMAN	Parathyroid hormone (PTH) (Parathormone) (Parathyrin)	PTH	Homo sapiens (Human)	115
Q9UHX2	B0YJ81	reviewed	HACD1_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 1) (HACD1) (Cementum-attachment protein) (CAP) (Protein-tyrosine phosphatase-like member A)	HACD1 PTPLA	Homo sapiens (Human)	288
Q8IVC9	P23763	reviewed	VAMP1_HUMAN	Vesicle-associated membrane protein 1 (VAMP-1) (Synaptobrevin-1)	VAMP1 SYB1	Homo sapiens (Human)	118
Q8NC99	Q3KP31	reviewed	ZN791_HUMAN	Zinc finger protein 791	ZNF791	Homo sapiens (Human)	576
Q5VUY3	O75911	reviewed	DHRS3_HUMAN	Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)	DHRS3 RDH17 SDR16C1 UNQ2424/PRO4983	Homo sapiens (Human)	302
Q53Y98	P48448	reviewed	AL3B2_HUMAN	Aldehyde dehydrogenase family 3 member B2 (EC 1.2.1.3) (Aldehyde dehydrogenase 8)	ALDH3B2 ALDH8	Homo sapiens (Human)	385
Q6FG90	P30049	reviewed	ATPD_HUMAN	ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)	ATP5F1D ATP5D	Homo sapiens (Human)	168
Q53XP7	P40199	reviewed	CEAM6_HUMAN	Carcinoembryonic antigen-related cell adhesion molecule 6 (Non-specific crossreacting antigen) (Normal cross-reacting antigen) (CD antigen CD66c)	CEACAM6 NCA	Homo sapiens (Human)	344
Q6ZSE9	Q6ZSE9	unreviewed	Q6ZSE9_HUMAN	cDNA FLJ45584 fis, clone BRTHA3013860		Homo sapiens (Human)	155
Q8N9Z5	Q8N9Z5	unreviewed	Q8N9Z5_HUMAN	cDNA FLJ36021 fis, clone TESTI2016568		Homo sapiens (Human)	132
Q8WYY6	Q8WYY6	unreviewed	Q8WYY6_HUMAN	Ig-like domain-containing protein		Homo sapiens (Human)	231
Q9H740	Q9H740	unreviewed	Q9H740_HUMAN	cDNA: FLJ21420 fis, clone COL04105		Homo sapiens (Human)	302
Q9H724	Q86UT6	reviewed	NLRX1_HUMAN	NLR family member X1 (Caterpiller protein 11.3) (CLR11.3) (Nucleotide-binding oligomerization domain protein 5) (Nucleotide-binding oligomerization domain protein 9)	NLRX1 NOD5 NOD9	Homo sapiens (Human)	975
Q3BBV6	Q3BBV6	unreviewed	Q3BBV6_HUMAN	NBPF8 isoform 3		Homo sapiens (Human)	71
Q9Y5T8	P43351	reviewed	RAD52_HUMAN	DNA repair protein RAD52 homolog	RAD52	Homo sapiens (Human)	418
Q59GD9	Q59GD9	unreviewed	Q59GD9_HUMAN	Myelin associated glycoprotein isoform a variant		Homo sapiens (Human)	661
Q6ZWL0	Q4VNC0	reviewed	AT135_HUMAN	Probable cation-transporting ATPase 13A5 (EC 7.2.2.-) (P5-ATPase isoform 5)	ATP13A5 UNQ488/PRO1004	Homo sapiens (Human)	1218
Q8N1Y7	Q8N1Y7		Q8N1Y7_HUMAN	deleted			
Q8WUV2	O95486	reviewed	SC24A_HUMAN	Protein transport protein Sec24A (SEC24-related protein A)	SEC24A	Homo sapiens (Human)	1093
Q68CZ5	P11161	reviewed	EGR2_HUMAN	E3 SUMO-protein ligase EGR2 (EC 2.3.2.-) (AT591) (E3 SUMO-protein transferase ERG2) (Early growth response protein 2) (EGR-2) (Zinc finger protein Krox-20)	EGR2 KROX20	Homo sapiens (Human)	476
Q9Y494	Q9Y494	unreviewed	Q9Y494_HUMAN	Protachykinin-1 (PPT)		Homo sapiens (Human)	72
Q6ZTM9	Q6ZTM9		Q6ZTM9_HUMAN	deleted			
Q6LEE2	Q6LEE2	unreviewed	Q6LEE2_HUMAN	4a-hydroxytetrahydrobiopterin dehydratase (EC 4.2.1.96)		Homo sapiens (Human)	43
Q8TB50	O43314	reviewed	VIP2_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2)	PPIP5K2 HISPPD1 KIAA0433 VIP2	Homo sapiens (Human)	1243
Q5T227	Q01851	reviewed	PO4F1_HUMAN	POU domain, class 4, transcription factor 1 (Brain-specific homeobox/POU domain protein 3A) (Brain-3A) (Brn-3A) (Homeobox/POU domain protein RDC-1) (Oct-T1)	POU4F1 BRN3A RDC1	Homo sapiens (Human)	419
Q9BYA7	Q9BYA7		PRODL_HUMAN	deleted			
Q8NH33	Q8NH33	unreviewed	Q8NH33_HUMAN	Seven transmembrane helix receptor		Homo sapiens (Human)	225
Q6ZT20	Q6ZT20		Q6ZT20_HUMAN	deleted			
Q9Y4B7	Q2TBF2	reviewed	WSCD2_HUMAN	Sialate:O-sulfotransferase 2 (WSC domain-containing protein 2)	WSCD2 KIAA0789	Homo sapiens (Human)	565
Q9H8B3	Q9H8B3	unreviewed	Q9H8B3_HUMAN	cDNA FLJ13792 fis, clone THYRO1000072, weakly similar to MYOSIN LIGHT CHAIN KINASE, SMOOTH MUSCLE AND NON-MUSCLE ISOZYMES		Homo sapiens (Human)	442
Q8N9Q8	Q8N9Q8	unreviewed	Q8N9Q8_HUMAN	cDNA FLJ36731 fis, clone UTERU2012703, highly similar to LAMININ BETA-2 CHAIN		Homo sapiens (Human)	381
Q9BT51	Q9BT51		CU122_HUMAN	deleted			
Q9HDA6	P52756	reviewed	RBM5_HUMAN	RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9)	RBM5 H37 LUCA15	Homo sapiens (Human)	815
Q8N7S0	Q8N7S0		Q8N7S0_HUMAN	deleted			
Q7Z5L5	Q17RW2	reviewed	COOA1_HUMAN	Collagen alpha-1(XXIV) chain	COL24A1	Homo sapiens (Human)	1714
Q9NT42	Q7Z6J8	reviewed	UBE3D_HUMAN	E3 ubiquitin-protein ligase E3D (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase E3D) (UbcH10-binding protein with a HECT-like domain) (Ubiquitin-conjugating enzyme E2C-binding protein)	UBE3D C6orf157 H10BH UBE2CBP	Homo sapiens (Human)	389
Q8N346	P51530	reviewed	DNA2_HUMAN	DNA replication ATP-dependent helicase/nuclease DNA2 (hDNA2) (DNA replication ATP-dependent helicase-like homolog) [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]	DNA2 DNA2L KIAA0083	Homo sapiens (Human)	1060
Q6ZTF1	Q6ZTF1		YP035_HUMAN	deleted			
Q8N6P3	Q8N6P3	unreviewed	Q8N6P3_HUMAN	ANGPT1 protein		Homo sapiens (Human)	147
Q9UNV9	Q9UNV9	unreviewed	Q9UNV9_HUMAN	Putative RNA helicase		Homo sapiens (Human)	595
Q96LK7	Q96LK7	unreviewed	Q96LK7_HUMAN	HCG2039424, isoform CRA_d (cDNA FLJ25415 fis, clone TST03443)	hCG_2039424	Homo sapiens (Human)	237
Q9UMU8	Q9UMU8	unreviewed	Q9UMU8_HUMAN	J domain-containing protein		Homo sapiens (Human)	318
Q8NAT4	Q8NAT4	unreviewed	Q8NAT4_HUMAN	cDNA FLJ34815 fis, clone NT2NE2007786		Homo sapiens (Human)	154
Q6ZSQ5	Q6ZSQ5		Q6ZSQ5_HUMAN	deleted			
Q6FGX7	P40933	reviewed	IL15_HUMAN	Interleukin-15 (IL-15)	IL15	Homo sapiens (Human)	162
Q5VUM2	P24043	reviewed	LAMA2_HUMAN	Laminin subunit alpha-2 (Laminin M chain) (Laminin-12 subunit alpha) (Laminin-2 subunit alpha) (Laminin-4 subunit alpha) (Merosin heavy chain)	LAMA2 LAMM	Homo sapiens (Human)	3122
Q14CJ7	P50226	reviewed	ST1A2_HUMAN	Sulfotransferase 1A2 (ST1A2) (EC 2.8.2.1) (Aryl sulfotransferase 2) (Phenol sulfotransferase 2) (Phenol-sulfating phenol sulfotransferase 2) (P-PST 2)	SULT1A2 STP2	Homo sapiens (Human)	295
Q6PAU9	P01042	reviewed	KNG1_HUMAN	Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor]	KNG1 BDK KNG	Homo sapiens (Human)	644
Q9HAK5	Q9HAK5		Q9HAK5_HUMAN	deleted			
Q5VZS3	P14616	reviewed	INSRR_HUMAN	Insulin receptor-related protein (IRR) (EC 2.7.10.1) (IR-related receptor) [Cleaved into: Insulin receptor-related protein alpha chain; Insulin receptor-related protein beta chain]	INSRR IRR	Homo sapiens (Human)	1297
Q9Y690	Q9Y690		MORF4_HUMAN	deleted			
Q8NA52	Q7Z4H9	reviewed	F220A_HUMAN	Protein FAM220A (STAT3-interacting protein as a repressor)	FAM220A C7orf70 SIPAR	Homo sapiens (Human)	259
Q8N8Q5	Q8N8Q5		Q8N8Q5_HUMAN	deleted			
Q9UHJ4	Q6PIU1	reviewed	KCNV1_HUMAN	Potassium voltage-gated channel subfamily V member 1 (Neuronal potassium channel alpha subunit HNKA) (Voltage-gated potassium channel subunit Kv8.1)	KCNV1	Homo sapiens (Human)	500
Q5T1W3	Q15058	reviewed	KIF14_HUMAN	Kinesin-like protein KIF14	KIF14 KIAA0042	Homo sapiens (Human)	1648
Q9UQ28	O75385	reviewed	ULK1_HUMAN	Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1)	ULK1 KIAA0722	Homo sapiens (Human)	1050
Q8IW23	Q8IW23	unreviewed	Q8IW23_HUMAN	Glutamate receptor		Homo sapiens (Human)	907
Q3C1V5	Q3C1V5	unreviewed	Q3C1V5_HUMAN	Protein inscuteable homologue C-terminal domain-containing protein		Homo sapiens (Human)	96
Q96P76	Q8NEC5	reviewed	CTSR1_HUMAN	Cation channel sperm-associated protein 1 (CatSper1) (hCatSper)	CATSPER1	Homo sapiens (Human)	780
Q59GY2	Q59GY2	unreviewed	Q59GY2_HUMAN	Large ribosomal subunit protein uL4 (60S ribosomal protein L4)		Homo sapiens (Human)	441
Q9NPY5	Q9NPY5		Q9NPY5_HUMAN	deleted			
Q2NL91	O75182	reviewed	SIN3B_HUMAN	Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)	SIN3B KIAA0700	Homo sapiens (Human)	1162
Q0QVW8	P13501	reviewed	CCL5_HUMAN	C-C motif chemokine 5 (EoCP) (Eosinophil chemotactic cytokine) (SIS-delta) (Small-inducible cytokine A5) (T cell-specific protein P228) (TCP228) (T-cell-specific protein RANTES) [Cleaved into: RANTES(3-68); RANTES(4-68)]	CCL5 D17S136E SCYA5	Homo sapiens (Human)	91
Q8TC46	Q8TC46		Q8TC46_HUMAN	deleted			
Q6PEK6	Q6PEK6	unreviewed	Q6PEK6_HUMAN	OPA1 protein		Homo sapiens (Human)	276
Q5TDJ6	Q5TDJ6		Q5TDJ6_HUMAN	deleted			
Q4VAP0	Q05996	reviewed	ZP2_HUMAN	Zona pellucida sperm-binding protein 2 (Zona pellucida glycoprotein 2) (Zp-2) (Zona pellucida protein A) [Cleaved into: Processed zona pellucida sperm-binding protein 2]	ZP2 ZPA	Homo sapiens (Human)	745
Q71RF5	Q71RF5		YI019_HUMAN	deleted			
Q6ZUQ1	Q6ZUQ1	unreviewed	Q6ZUQ1_HUMAN	cDNA FLJ43465 fis, clone OCBBF2036476		Homo sapiens (Human)	256
Q96I85	Q96I85		CN144_HUMAN	deleted			
Q8NFX3	Q8NFX3	unreviewed	Q8NFX3_HUMAN	protein-tyrosine-phosphatase (EC 3.1.3.48)		Homo sapiens (Human)	293
Q8WYZ9	Q8WYZ9	unreviewed	Q8WYZ9_HUMAN	Uncharacterized protein		Homo sapiens (Human)	135
Q5T2H7	O00488	reviewed	ZN593_HUMAN	Zinc finger protein 593 (Zinc finger protein T86)	ZNF593 ZT86	Homo sapiens (Human)	134
Q9H375	Q9H375	unreviewed	Q9H375_HUMAN	PRO0756		Homo sapiens (Human)	76
Q9C0C1	A7MBM2	reviewed	DISP2_HUMAN	Protein dispatched homolog 2	DISP2 C15orf36 DISPB KIAA1742 LINC00594	Homo sapiens (Human)	1401
Q5TEL4	Q5T1H1	reviewed	EYS_HUMAN	Protein eyes shut homolog (Epidermal growth factor-like protein 10) (EGF-like protein 10) (Epidermal growth factor-like protein 11) (EGF-like protein 11) (Protein spacemaker homolog)	EYS C6orf178 C6orf179 C6orf180 EGFL10 EGFL11 SPAM UNQ9424/PRO34591	Homo sapiens (Human)	3165
Q8N8K0	O15050	reviewed	TRNK1_HUMAN	TPR and ankyrin repeat-containing protein 1 (Lupus brain antigen 1 homolog)	TRANK1 KIAA0342 LBA1	Homo sapiens (Human)	2925
Q6ZRA8	Q6ZRA8	unreviewed	Q6ZRA8_HUMAN	non-specific protein-tyrosine kinase (EC 2.7.10.2)		Homo sapiens (Human)	596
A2J1N0	A2J1N0	unreviewed	A2J1N0_HUMAN	Rheumatoid factor RF-IP14		Homo sapiens (Human)	96
Q86WW4	Q86WW4		Q86WW4_HUMAN	deleted			
Q8N8I7	Q8N8I7		CH061_HUMAN	deleted			
Q53QF9	P01583	reviewed	IL1A_HUMAN	Interleukin-1 alpha (IL-1 alpha) (Hematopoietin-1)	IL1A IL1F1	Homo sapiens (Human)	271
Q5VZT2	O76041	reviewed	NEBL_HUMAN	Nebulette (Actin-binding Z-disk protein)	NEBL C10orf113 LNEBL	Homo sapiens (Human)	1014
Q9UI72	Q9UI72	reviewed	YE014_HUMAN	Putative uncharacterized protein PRO0255	PRO0255	Homo sapiens (Human)	69
Q7Z6B5	Q495M3	reviewed	S36A2_HUMAN	Proton-coupled amino acid transporter 2 (Proton/amino acid transporter 2) (Solute carrier family 36 member 2) (Transmembrane domain rich protein 1) (Tramdorin-1)	SLC36A2 PAT2 TRAMD1	Homo sapiens (Human)	483
Q5T4K0	O75064	reviewed	DEN4B_HUMAN	DENN domain-containing protein 4B	DENND4B KIAA0476	Homo sapiens (Human)	1496
Q9NZY3	Q9NZY3	unreviewed	Q9NZY3_HUMAN	HSPC052		Homo sapiens (Human)	127
Q6ZVD3	Q6ZVD3	unreviewed	Q6ZVD3_HUMAN	HCG1987937, isoform CRA_a (cDNA FLJ42710 fis, clone BRAMY3007609, moderately similar to Homo sapiens nuclear RNA export factor 2 (NXF2))	hCG_1987937	Homo sapiens (Human)	333
Q5U0F7	O14495	reviewed	PLPP3_HUMAN	Phospholipid phosphatase 3 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 3) (PAP2-beta) (Phosphatidate phosphohydrolase type 2b) (Phosphatidic acid phosphatase 2b) (PAP-2b) (PAP2b) (Vascular endothelial growth factor and type I collagen-inducible protein) (VCIP)	PLPP3 LPP3 PPAP2B	Homo sapiens (Human)	311
Q5SRD0	Q5SRD0		WAC2D_HUMAN	deleted			
Q9Y4I9	Q9Y4I9	unreviewed	Q9Y4I9_HUMAN	Tyrosine phosphatase IA-2beta		Homo sapiens (Human)	986
Q6B083	P55344	reviewed	LMIP_HUMAN	Lens fiber membrane intrinsic protein (MP18) (MP19) (MP20)	LIM2	Homo sapiens (Human)	173
Q96NN7	Q96NN7		Q96NN7_HUMAN	deleted			
Q9H7W8	Q8IV13	reviewed	CCNJL_HUMAN	Cyclin-J-like protein	CCNJL	Homo sapiens (Human)	435
Q5T2X6	Q5T2X6		Q5T2X6_HUMAN	deleted			
Q6ZTK2	Q6ZTK2	reviewed	YP015_HUMAN	Putative uncharacterized protein LOC400499		Homo sapiens (Human)	550
Q53XM0	O14641	reviewed	DVL2_HUMAN	Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2)	DVL2	Homo sapiens (Human)	736
Q59ET4	Q59ET4	unreviewed	Q59ET4_HUMAN	Kelch-like protein 2 variant		Homo sapiens (Human)	460
Q4W5C4	O60245	reviewed	PCDH7_HUMAN	Protocadherin-7 (Brain-heart protocadherin) (BH-Pcdh)	PCDH7 BHPCDH	Homo sapiens (Human)	1069
Q5SUN9	P58182	reviewed	O12D2_HUMAN	Olfactory receptor 12D2 (Hs6M1-20) (Olfactory receptor OR6-28)	OR12D2	Homo sapiens (Human)	307
Q8TCE8	P04275	reviewed	VWF_HUMAN	von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)]	VWF F8VWF	Homo sapiens (Human)	2813
Q9UHK5	Q9UHK5	unreviewed	Q9UHK5_HUMAN	Matrix metalloproteinase 1		Homo sapiens (Human)	36
Q6ZRK9	Q6ZRK9		Q6ZRK9_HUMAN	deleted			
Q9UFP2	Q4KMP7	reviewed	TB10B_HUMAN	TBC1 domain family member 10B (Rab27A-GAP-beta)	TBC1D10B FP2461	Homo sapiens (Human)	808
Q9HCF4	Q63HN8	reviewed	RN213_HUMAN	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	Homo sapiens (Human)	5207
Q5W0G4	Q5W0G4		Q5W0G4_HUMAN	deleted			
Q6ZVS9	Q6ZVS9	unreviewed	Q6ZVS9_HUMAN	cDNA FLJ42132 fis, clone TESTI2034997		Homo sapiens (Human)	122
Q59HB7	P23229	reviewed	ITA6_HUMAN	Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha-6 (Alpha6p)]	ITGA6	Homo sapiens (Human)	1130
Q8TEC9	Q8TEC9	unreviewed	Q8TEC9_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)		Homo sapiens (Human)	353
Q9C095	Q76NI1	reviewed	KNDC1_HUMAN	Kinase non-catalytic C-lobe domain-containing protein 1 (KIND domain-containing protein 1) (Cerebral protein 9) (Protein very KIND) (v-KIND) (Ras-GEF domain-containing family member 2)	KNDC1 C10orf23 KIAA1768 RASGEF2 VKIND hucep-9	Homo sapiens (Human)	1749
Q9HA70	Q9HA70	unreviewed	Q9HA70_HUMAN	cDNA FLJ12147 fis, clone MAMMA1000410		Homo sapiens (Human)	240
Q6ZP21	Q6ZP21	unreviewed	Q6ZP21_HUMAN	cDNA FLJ26694 fis, clone MPG08973		Homo sapiens (Human)	137
Q4W5N9	O75121	reviewed	MFA3L_HUMAN	Microfibrillar-associated protein 3-like (Testis development protein NYD-SP9)	MFAP3L KIAA0626 HSD-39 HSD39	Homo sapiens (Human)	409
Q5W103	P04053	reviewed	TDT_HUMAN	DNA nucleotidylexotransferase (EC 2.7.7.31) (Terminal addition enzyme) (Terminal deoxynucleotidyltransferase) (Terminal transferase)	DNTT TDT	Homo sapiens (Human)	509
Q5W0J2	Q5W0J2		Q5W0J2_HUMAN	deleted			
Q76B60	Q6MZP7	reviewed	LIN54_HUMAN	Protein lin-54 homolog (CXC domain-containing protein 1)	LIN54 CXCDC1 KIAA2037	Homo sapiens (Human)	749
Q8N9T9	Q8N9T9	unreviewed	Q8N9T9_HUMAN	cDNA FLJ36558 fis, clone TRACH2009107, highly similar to ALDEHYDE DEHYDROGENASE, DIMERIC NADP-PREFERRING		Homo sapiens (Human)	570
Q9Y374	Q9Y374	unreviewed	Q9Y374_HUMAN	CGI-64 protein		Homo sapiens (Human)	363
Q8IZX3	Q13257	reviewed	MD2L1_HUMAN	Mitotic spindle assembly checkpoint protein MAD2A (HsMAD2) (Mitotic arrest deficient 2-like protein 1) (MAD2-like protein 1)	MAD2L1 MAD2	Homo sapiens (Human)	205
Q6FHA1	O43557	reviewed	TNF14_HUMAN	Tumor necrosis factor ligand superfamily member 14 (Herpes virus entry mediator ligand) (HVEM-L) (Herpesvirus entry mediator ligand) (CD antigen CD258) [Cleaved into: Tumor necrosis factor ligand superfamily member 14, membrane form; Tumor necrosis factor ligand superfamily member 14, soluble form]	TNFSF14 HVEML LIGHT UNQ391/PRO726	Homo sapiens (Human)	240
Q9BTB8	Q16363	reviewed	LAMA4_HUMAN	Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha)	LAMA4	Homo sapiens (Human)	1823
Q8N7P7	Q8N7P7	reviewed	YH007_HUMAN	Uncharacterized protein FLJ40521		Homo sapiens (Human)	452
Q96MP3	Q96MP3	unreviewed	Q96MP3_HUMAN	cDNA FLJ32095 fis, clone OCBBF2000998		Homo sapiens (Human)	124
Q6ZVQ7	Q6ZVQ7		Q6ZVQ7_HUMAN	deleted			
Q9Y2R1	Q9Y2R1	unreviewed	Q9Y2R1_HUMAN	Kruppel-associated box protein		Homo sapiens (Human)	94
Q6ZTV0	Q5NDL2	reviewed	EOGT_HUMAN	EGF domain-specific O-linked N-acetylglucosamine transferase (EC 2.4.1.255) (Extracellular O-linked N-acetylglucosamine transferase)	EOGT AER61 C3orf64 EOGT1	Homo sapiens (Human)	527
Q8WWW2	P53814	reviewed	SMTN_HUMAN	Smoothelin	SMTN SMSMO	Homo sapiens (Human)	917
Q96MQ3	Q96MQ3	unreviewed	Q96MQ3_HUMAN	cDNA FLJ32043 fis, clone NTONG2000966, weakly similar to Mus musculus N-RAP mRNA		Homo sapiens (Human)	395
Q4VAN3	Q13410	reviewed	BT1A1_HUMAN	Butyrophilin subfamily 1 member A1 (BT)	BTN1A1 BTN	Homo sapiens (Human)	526
Q9BQ80	P13489	reviewed	RINI_HUMAN	Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)	RNH1 PRI RNH	Homo sapiens (Human)	461
Q6IAX0	O94772	reviewed	LY6H_HUMAN	Lymphocyte antigen 6H (Ly-6H)	LY6H	Homo sapiens (Human)	140
Q6ZT29	Q5VZ66	reviewed	JKIP3_HUMAN	Janus kinase and microtubule-interacting protein 3 (Neuroendocrine long coiled-coil protein 2)	JAKMIP3 C10orf14 C10orf39 JAMIP3 NECC2	Homo sapiens (Human)	844
Q9H7L5	Q8NG08	reviewed	HELB_HUMAN	DNA helicase B (hDHB) (EC 3.6.4.12)	HELB	Homo sapiens (Human)	1087
Q96Q52	P49406	reviewed	RM19_HUMAN	Large ribosomal subunit protein bL19m (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15) (39S ribosomal protein L19, mitochondrial) (L19mt) (MRP-L19)	MRPL19 KIAA0104 MRPL15	Homo sapiens (Human)	292
Q8NH77	Q8NH77	unreviewed	Q8NH77_HUMAN	HCG2044188 (Seven transmembrane helix receptor)	hCG_2044188	Homo sapiens (Human)	288
Q96JM9	Q96FC7	reviewed	PHIPL_HUMAN	Phytanoyl-CoA hydroxylase-interacting protein-like	PHYHIPL KIAA1796 UNQ6309/PRO20934	Homo sapiens (Human)	376
Q53F98	Q53F98	unreviewed	Q53F98_HUMAN	DNA primase (EC 2.7.7.-)		Homo sapiens (Human)	420
Q8IUT7	O15522	reviewed	NKX28_HUMAN	Homeobox protein Nkx-2.8 (Homeobox protein NK-2 homolog H)	NKX2-8 NKX-2.8 NKX2G NKX2H	Homo sapiens (Human)	239
Q4G129	Q4G129		AT8B5_HUMAN	deleted			
Q8WUN9	Q8N129	reviewed	CNPY4_HUMAN	Protein canopy homolog 4	CNPY4 PSEC0237 UNQ1909/PRO4354	Homo sapiens (Human)	248
Q7Z400	P51816	reviewed	AFF2_HUMAN	AF4/FMR2 family member 2 (Protein FMR-2) (FMR2P) (Protein Ox19)	AFF2 FMR2 OX19	Homo sapiens (Human)	1311
Q6P5A4	Q92835	reviewed	SHIP1_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship) (hp51CN)	INPP5D SHIP SHIP1	Homo sapiens (Human)	1189
Q9H3K3	Q9H3K3	unreviewed	Q9H3K3_HUMAN	My020 protein		Homo sapiens (Human)	230
Q6JHZ5	Q6JHZ5	unreviewed	Q6JHZ5_HUMAN	NS5ATP13TP1		Homo sapiens (Human)	121
Q9NW60	Q9H8J5	reviewed	MANS1_HUMAN	MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein)	MANSC1 LOH12CR3 UNQ316/PRO361	Homo sapiens (Human)	431
Q9NUW7	Q6DN12	reviewed	MCTP2_HUMAN	Multiple C2 and transmembrane domain-containing protein 2	MCTP2	Homo sapiens (Human)	878
Q14DU3	O15496	reviewed	PA2GX_HUMAN	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	PLA2G10	Homo sapiens (Human)	165
Q9HBN1	Q9BSB4	reviewed	ATGA1_HUMAN	Autophagy-related protein 101	ATG101 C12orf44 PP894	Homo sapiens (Human)	218
Q9ULQ6	Q8NBR6	reviewed	MINY2_HUMAN	Ubiquitin carboxyl-terminal hydrolase MINDY-2 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-2) (Protein FAM63B)	MINDY2 FAM63B KIAA1164	Homo sapiens (Human)	621
Q9C050	Q9C050	unreviewed	Q9C050_HUMAN	protein-tyrosine-phosphatase (EC 3.1.3.48)		Homo sapiens (Human)	114
